"","customer_id","spend_per_txn","spend_per_item","jan","feb","mar","apr","may","jun","jul","sep","oct","nov","dec","total_spend","mens_dept_spend","womens_dept_spend","kids_dept_spend","athletic_dept_spend","accessories_spend","recency","response","total_txns","total_items","unique_sizes","unique_depts","internet_spend","aug","tenure","retained_flag","retained_spend","cmpns","pct_response","ever_responded","opens","clicks","hhincome","hhage","hhwom","hhmen","hhkids","man_dept_buy","womens_dept_buy","kids_dept_buy","athletic_dept_buy","accessories_dept_buy","segment"
"630",16003530,22.5,22.5,1,0,0,0,0,1,0,0,0,0,0,89.98,0,29.99,0,59.99,0,9,1,4,4,2,2,0,0,16,1,44.99,5,0.2,1,0.101,0.007,66089,37.5,2.04,0.73,1.63,0,1,0,1,0,7
"631",16037998,25.98,12.99,1,0,0,0,0,0,0,0,0,0,0,25.98,0,0,25.98,0,0,21,0,1,2,2,1,0,0,21,0,0,2,0,0,0.067,0.009,83564,29.1,1.43,0.95,1.76,0,0,1,0,0,5
"632",16520995,63.65,31.82,0,0,0,1,1,0,0,0,1,0,0,190.94,9.91,110.76,0,70.27,0,5,4,3,6,2,3,0,0,18,1,149.96,18,0.222222222,1,0.095,0.007,66234,37.7,1.96,0.71,1.6,1,1,0,1,0,5
"633",16541825,74.98,37.49,0,0,0,0,0,0,0,1,0,0,0,74.98,0,59.99,0,14.99,0,1,0,1,2,2,2,0,0,1,1,229.45,1,0,0,0.074,0.01,46820,27.5,1.09,0.75,0.31,0,1,0,1,0,4
"634",16548231,70.24,35.12,0,0,1,0,1,0,0,0,1,0,0,280.94,69.99,0,0,199.96,10.99,7,1,4,8,3,3,0,0,17,1,148.95,13,0.076923077,1,0.062,0.01,82112,37.4,1.93,1.18,1.48,1,0,0,1,1,5
"635",16550679,92.22,20.49,0,0,0,0,1,0,1,0,0,0,0,184.43,0,136.95,39.98,0,7.5,3,0,2,9,4,3,0,0,17,1,19.99,11,0,0,0.062,0.009,78438,30.6,1.32,0.96,1.91,0,1,1,0,1,7
"636",16551291,39.99,39.99,1,0,0,0,0,0,0,0,0,0,0,39.99,0,0,0,39.99,0,21,0,1,1,1,1,0,0,21,1,79.98,2,0,0,0.069,0.011,49135,26.6,1.08,0.73,0.27,0,0,0,1,0,7
"637",16557010,49.99,49.99,0,0,1,0,0,0,0,0,0,0,0,49.99,0,49.99,0,0,0,7,0,1,1,1,1,0,0,7,1,82.48,7,0,0,0.067,0.01,46950,26.1,1.16,0.74,0.33,0,1,0,0,0,6
"638",16559361,90.6,40.27,1,0,0,0,0,0,0,1,1,0,0,362.41,109.98,54.99,17.49,139.97,39.98,1,5,4,9,6,5,0,1,14,1,94.78,21,0.238095238,1,0.041,0.005,107376,59.8,1.94,1.93,2.99,1,1,1,1,1,5
"639",16561681,9.2,5.75,0,0,1,1,0,0,0,0,1,1,0,45.98,21.52,24.46,0,0,0,11,3,5,8,3,3,0,0,19,1,24.98,17,0.176470588,1,0.071,0.007,66687,35.7,2.19,0.73,1.58,1,1,0,0,0,2
"640",16564905,35.99,13.5,0,0,0,1,0,0,0,1,0,0,0,107.96,0,87.97,0,19.99,0,1,1,3,8,1,2,0,0,6,1,209.45,2,0.5,1,0.061,0.007,68198,33.7,1.91,0.73,1.58,0,1,0,1,0,3
"641",16575731,74.48,31.03,1,0,0,1,0,0,0,1,0,1,0,372.39,80.14,29.98,0,228.58,33.69,1,3,5,12,5,5,0,1,18,1,92.98,11,0.272727273,1,0.044,0.005,107472,48.3,1.89,1.53,2.73,1,1,0,1,1,7
"642",16591276,44.37,35.49,0,1,0,0,0,0,0,0,1,1,0,177.46,0,54.99,0,122.47,0,11,4,4,5,3,2,0,0,20,1,27.48,12,0.333333333,1,0.081,0.007,66441,37.2,2.14,0.7,1.5,0,1,0,1,0,5
"643",16602368,29.99,19.99,0,0,0,0,1,0,1,0,0,0,0,59.97,44.99,0,0,9.99,4.99,5,1,2,3,3,3,0,0,15,1,24.99,12,0.083333333,1,0.071,0.011,80596,44,1.85,1.04,1.41,1,0,0,1,1,6
"644",16616471,27.13,8.26,0,0,0,1,1,0,1,0,0,0,1,189.93,0,0,46.41,143.52,0,2,3,7,23,7,3,0,1,18,1,207.46,14,0.214285714,1,0.048,0.006,100849,56.5,1.92,1.78,2.67,0,0,1,1,0,2
"645",16635640,66.23,33.12,0,0,0,0,0,0,0,0,0,1,0,132.46,0,82.47,0,49.99,0,2,1,2,4,2,2,0,1,11,1,164.95,10,0.1,1,0.094,0.007,67168,36.9,2.12,0.73,1.55,0,1,0,1,0,6
"646",16663763,48.32,28.99,1,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,144.96,0,2,5,3,5,2,1,0,1,14,0,0,11,0.454545455,1,0.08,0.007,66685,36.6,1.9,0.73,1.64,0,0,0,1,0,6
"647",16679776,62.99,25.19,1,0,0,0,0,0,0,0,1,0,0,125.97,49.99,0,0,49.99,25.99,12,0,2,5,3,3,0,0,21,1,102.48,9,0,0,0.05,0.008,92084,37.3,1.95,1.2,1.46,1,0,0,1,1,6
"648",16711548,23.04,12.07,0,1,1,1,1,0,0,1,1,1,0,253.46,101.48,4.17,32.49,115.32,0,0,7,11,21,7,5,0,0,20,1,107.46,18,0.388888889,1,0.047,0.005,103768,57.6,2.02,1.76,2.47,1,1,1,1,0,2
"649",16717420,46.74,23.37,1,0,0,0,0,0,1,0,1,0,0,186.94,18.93,37.48,0,130.53,0,9,1,4,8,3,3,0,0,15,1,84.98,10,0.1,1,0.095,0.007,69681,35.4,1.94,0.74,1.62,1,1,0,1,0,6
"650",16723464,37.99,23.75,1,0,1,0,0,0,0,0,0,0,0,189.96,0,22.5,20,137.47,9.99,7,2,5,8,6,4,0,1,21,1,298.43,9,0.222222222,1,0.043,0.005,98952,50.4,2.02,1.92,3.06,0,1,1,1,1,5
"651",16756755,61.22,20.41,0,0,0,0,0,0,1,0,0,0,0,122.44,0,35.99,0,67.48,18.97,3,0,2,6,4,3,0,1,14,1,26.99,5,0,0,0.064,0.009,77098,29.8,1.3,0.95,2.09,0,1,0,1,1,7
"652",16764546,35.49,17.75,0,0,1,0,1,0,0,0,0,0,0,177.45,47.99,20,49.49,54.97,5,2,7,5,10,7,6,0,1,19,1,112.57,13,0.538461539,1,0.042,0.005,105885,46.3,2.09,1.68,3.09,1,1,1,1,1,7
"653",16767446,18.75,15.62,0,1,0,0,0,0,0,0,0,0,1,93.73,35,48.74,0,9.99,0,10,2,5,6,4,3,0,0,20,0,0,7,0.285714286,1,0.089,0.007,67498,33.3,1.91,0.74,1.61,1,1,0,1,0,6
"654",16767802,73.98,24.66,0,0,0,0,0,0,0,0,0,0,0,295.91,59.99,0,79.96,155.96,0,2,2,4,12,6,3,0,1,14,1,103.47,7,0.285714286,1,0.05,0.005,101088,48.4,1.91,1.6,2.47,1,0,1,1,0,7
"655",16781210,29.99,29.99,0,0,0,0,0,0,0,0,0,0,1,29.99,0,29.99,0,0,0,10,0,1,1,1,1,0,0,10,1,71.98,4,0,0,0.066,0.01,46265,27.6,1.11,0.71,0.4,0,1,0,0,0,7
"656",16784582,89.47,29.82,0,0,0,0,0,0,0,1,0,0,0,89.47,0,0,0,74.99,14.48,13,0,1,3,2,2,0,0,13,0,0,3,0,0,0.059,0.009,71736,30.5,1.43,0.95,2.1,0,0,0,1,1,5
"657",16788698,56.09,18.7,0,0,1,0,0,0,1,0,0,0,1,280.43,0,162.48,0,77.98,39.97,3,10,5,15,3,4,0,0,19,1,78.49,20,0.5,1,0.047,0.005,102508,54.9,2.09,1.77,2.97,0,1,0,1,1,6
"658",16789141,49.28,30.8,1,0,0,1,1,0,0,0,0,1,0,246.42,66.7,94.98,29.99,19.05,35.7,5,4,5,8,5,5,0,0,21,0,0,18,0.222222222,1,0.045,0.005,103916,46,2.21,1.95,2.54,1,1,1,1,1,2
"659",16801428,48.74,32.49,1,0,0,0,0,0,0,0,1,0,0,97.47,0,0,12.49,84.98,0,9,0,2,3,2,2,0,0,12,0,0,7,0,0,0.054,0.009,71262,30.7,1.38,0.98,2.16,0,0,1,1,0,3
"660",16818929,97.48,38.99,1,0,0,1,0,0,0,0,0,0,0,194.95,114.98,0,0,69.99,9.98,9,4,2,5,2,3,0,0,18,1,296.94,15,0.266666667,1,0.063,0.007,91327,40.7,2,1.09,1.4,1,0,0,1,1,5
"662",16847881,54.98,24.44,0,0,1,0,1,0,0,1,0,0,0,219.93,82.48,64.2,0,57.48,15.77,13,2,4,9,4,4,0,1,19,0,0,10,0.2,1,0.068,0.008,80853,38.8,1.81,1.34,1.42,1,1,0,1,1,1
"663",16854564,28.07,12.38,0,1,1,1,1,1,1,1,0,0,0,421.08,22.49,245.45,120.15,25,7.99,1,9,15,34,7,6,0,1,18,1,533.74,19,0.473684211,1,0.041,0.005,107451,55,1.98,1.6,2.8,1,1,1,1,1,6
"664",16870076,4.49,2.25,0,0,0,0,0,0,0,0,1,0,0,4.49,0,0,0,0,4.49,0,0,1,2,1,1,0,0,0,1,0.02,1,0,0,0.066,0.009,75856,30.5,1.33,0.87,1.8,0,0,0,0,1,6
"665",16870092,28.74,14.37,0,0,0,0,1,0,0,0,0,0,0,57.47,0,0,0,79.98,3.99,5,0,2,4,2,3,0,0,5,1,199.57,3,0,0,0.06,0.009,74991,30.6,1.2,0.87,1.8,0,0,0,1,1,7
"666",16870391,99.23,28.35,0,0,1,0,0,0,0,0,0,0,1,396.9,114.98,189.96,14.99,49.99,26.98,2,4,4,14,5,6,0,1,10,1,244.93,11,0.363636364,1,0.041,0.005,98158,48.9,2.02,1.59,2.68,1,1,1,1,1,7
"667",16883107,79.98,39.99,0,0,0,0,0,1,0,0,0,0,0,79.98,0,0,0,79.98,0,16,0,1,2,1,1,0,0,16,0,0,5,0,0,0.07,0.01,49373,26.8,1.12,0.74,0.36,0,0,0,1,0,6
"668",16884774,64.98,32.49,1,0,0,0,0,0,0,0,0,0,0,64.98,59.99,0,0,0,4.99,21,1,1,2,2,2,0,0,21,0,0,7,0.142857143,1,0.068,0.007,80377,44.6,1.82,1.34,1.46,1,0,0,0,1,6
"669",16891907,47.23,26.99,0,1,0,0,1,0,0,0,0,1,0,188.93,0,174.95,0,0,13.98,5,1,4,7,2,2,0,0,11,1,316.4,8,0.125,1,0.051,0.011,84599,45.9,1.95,1.24,1.47,0,1,0,0,1,1
"670",16905376,51.21,27.93,1,0,0,1,0,0,0,1,1,0,0,307.24,0,91.05,17.49,198.7,0,1,7,6,11,6,4,0,0,21,1,198.49,17,0.411764706,1,0.048,0.005,104776,57.4,2.09,1.86,3.02,0,1,1,1,0,1
"671",16922200,54.98,27.49,0,0,0,0,0,0,1,0,0,0,0,54.98,0,14.99,0,39.99,0,15,0,1,2,2,2,0,0,15,0,0,3,0,0,0.067,0.01,48641,27.9,1.08,0.75,0.38,0,1,0,1,0,6
"672",16929568,78.73,26.24,0,0,0,0,0,0,1,0,0,0,0,157.46,62.48,94.98,0,0,0,3,0,2,6,2,2,0,0,3,1,158.97,10,0,0,0.085,0.007,67475,38.1,2.06,0.72,1.52,1,1,0,0,0,4
"673",16935429,33.61,22.41,0,0,0,0,0,1,0,1,1,0,1,134.45,63.98,0,0,64.98,5.49,1,5,4,6,3,3,0,0,16,0,0,11,0.454545455,1,0.071,0.011,78154,38.1,1.71,1.09,1.47,1,0,0,1,1,7
"674",16940104,20,13.33,0,0,0,0,1,1,0,0,0,0,0,39.99,0,39.99,0,0,0,4,0,2,3,1,1,0,0,5,0,0,2,0,0,0.069,0.011,49618,26.5,1.15,0.74,0.39,0,1,0,0,0,5
"675",16947737,36.41,18.99,1,0,1,1,1,0,0,1,1,1,1,436.87,0,180.95,63.72,178.22,13.98,1,7,12,23,6,4,0,0,18,1,245.92,15,0.466666667,1,0.047,0.005,109660,54.6,2.03,1.96,2.45,0,1,1,1,1,6
"676",16988598,41.49,11.85,0,0,1,1,0,0,0,0,0,0,0,82.97,0,74.98,0,0,7.99,18,1,2,7,3,2,0,0,19,1,124.98,11,0.090909091,1,0.062,0.011,82541,42.3,1.9,1.07,1.43,0,1,0,0,1,5
"677",17012797,69.99,69.99,0,0,1,0,0,0,0,0,0,0,0,69.99,0,0,0,69.99,0,7,0,1,1,1,1,0,0,7,0,0,7,0,0,0.072,0.011,48720,25.4,1.12,0.72,0.33,0,0,0,1,0,2
"678",17017425,28.33,18.89,0,1,1,1,0,0,1,0,0,0,0,169.97,0,10,0,159.97,0,14,3,6,9,4,3,0,1,20,0,0,13,0.230769231,1,0.09,0.007,69064,37.2,1.94,0.7,1.63,0,1,0,1,0,6
"679",17018394,32.98,16.49,0,0,0,0,0,0,1,0,0,0,0,32.98,0,32.98,0,0,0,15,0,1,2,1,1,0,0,15,1,226.46,5,0,0,0.067,0.011,48005,27,1.13,0.7,0.3,0,1,0,0,0,4
"680",17035639,40.49,18.4,0,1,0,1,0,0,0,0,0,1,0,202.43,0,0,47.96,130.48,23.99,2,6,5,11,5,3,0,1,20,1,187.94,20,0.3,1,0.048,0.005,114283,56.3,2.2,1.93,2.67,0,0,1,1,1,6
"681",17047492,66.49,33.24,0,1,0,1,0,0,0,0,0,0,0,132.97,0,19.99,0,112.98,0,6,0,2,4,4,3,0,0,8,0,0,0,0,0,0.056,0.009,70762,29.2,1.26,0.93,1.78,0,1,0,1,0,5
"682",17055893,52.86,23.49,0,0,0,0,0,0,0,1,0,0,0,211.45,0,0,0,211.45,0,1,2,4,9,5,2,0,1,14,1,63.98,7,0.285714286,1,0.062,0.007,65896,34.9,2.04,0.72,1.65,0,0,0,1,0,1
"683",17084878,7.5,4.28,0,1,0,0,1,0,0,1,1,0,0,59.97,0,50.41,0,0,9.56,12,3,8,14,2,4,0,0,20,0,0,11,0.272727273,1,0.053,0.008,93921,38.9,1.93,0.9,1.41,0,1,0,0,1,6
"684",17086601,13.28,5.9,0,0,0,1,1,0,1,0,0,0,0,106.21,0,71.32,0,18.36,16.53,3,4,8,18,5,3,0,0,15,0,0,15,0.266666667,1,0.049,0.005,98242,50.9,2.03,1.64,3.09,0,1,0,1,1,5
"685",17093481,7.33,7.33,0,0,1,0,0,0,0,1,0,0,0,21.99,0,21.99,0,0,0,13,1,3,3,1,2,0,0,19,0,0,6,0.166666667,1,0.066,0.007,66446,34.6,1.9,0.72,1.59,0,1,0,0,0,6
"686",17103492,37.24,18.62,0,0,0,0,1,0,0,1,0,0,0,74.47,0,0,0,72.45,2.02,1,1,2,4,2,3,0,0,5,1,98.35,4,0.25,1,0.074,0.007,85291,37.2,1.72,1.31,1.44,0,0,0,1,1,5
"687",17120600,61.98,30.99,0,0,0,0,1,0,0,0,0,0,0,123.96,0,49.99,0,69.98,3.99,5,0,2,4,3,3,0,0,5,1,74.98,6,0,0,0.058,0.009,71593,30.7,1.24,0.93,1.89,0,1,0,1,1,1
"688",17134208,48.28,20.12,0,1,1,0,0,0,1,1,0,0,0,241.41,49.99,0,0,199.95,31.47,1,1,5,12,4,4,0,1,15,1,24.99,6,0.166666667,1,0.056,0.009,93540,40,1.89,0.89,1.43,1,0,0,1,1,6
"689",17144840,49.49,20.38,0,1,0,0,0,0,0,1,1,1,0,346.4,0,0,59.99,232.93,53.48,2,3,7,17,4,3,0,1,20,1,54.99,12,0.25,1,0.048,0.005,107515,45.8,2.16,1.99,2.72,0,0,1,1,1,6
"690",17148930,69.06,25.44,0,1,0,0,1,1,1,0,0,0,0,483.39,372.47,34.05,16.99,59.88,0,3,1,7,19,6,4,0,0,17,1,297.96,12,0.083333333,1,0.044,0.006,98339,49.5,2.18,1.52,3,1,1,1,1,0,5
"691",17155150,36.65,13.75,0,0,0,0,0,0,1,0,0,0,0,109.96,0,104.97,0,0,4.99,14,0,3,8,2,3,0,1,15,0,0,5,0,0,0.067,0.009,84064,29.6,1.2,0.79,2.17,0,1,0,0,1,1
"692",17161257,50.49,42.07,1,1,0,1,0,0,1,0,0,0,1,252.44,0,0,0,252.44,0,3,2,5,6,3,1,0,0,21,1,57.99,14,0.142857143,1,0.079,0.007,69368,37.2,1.97,0.73,1.64,0,0,0,1,0,5
"693",17192337,67.98,33.99,0,0,1,0,0,0,0,0,1,0,0,135.96,0,54.99,0,74.98,5.99,0,1,2,4,3,3,0,0,7,0,0,3,0.333333333,1,0.055,0.007,85709,36.5,1.87,1.08,1.46,0,1,0,1,1,2
"694",17202567,50.61,25.31,0,1,0,0,0,0,0,0,1,0,0,101.22,39.99,31.24,0,29.99,0,12,1,2,4,2,3,0,0,20,1,97.48,9,0.111111111,1,0.103,0.007,67742,34.2,1.89,0.74,1.56,1,1,0,1,0,6
"695",17207651,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,2,0,1,1,1,1,0,1,2,1,153.97,0,0,0,0.067,0.011,46130,29.2,1.15,0.71,0.36,0,1,0,0,0,4
"696",17209722,126.47,37.2,0,0,1,1,1,0,0,0,0,0,1,632.33,50.76,124.2,0,442.38,14.99,10,5,5,17,8,4,0,0,19,1,502.39,13,0.384615385,1,0.049,0.005,99758,49.8,2.17,1.99,2.45,1,1,0,1,1,5
"697",17217897,25,11.66,0,1,0,0,1,0,1,0,0,0,1,174.97,0,130.88,0,35.7,8.39,2,7,7,15,4,4,0,1,15,1,141.44,14,0.5,1,0.042,0.005,103494,47.9,2.02,1.62,2.63,0,1,0,1,1,7
"698",17218432,56.48,22.59,0,0,0,1,0,0,1,1,0,0,0,225.93,0,81.96,10,121.97,12,3,5,4,10,5,4,0,1,18,1,144.45,17,0.294117647,1,0.048,0.005,104879,54.6,2.04,1.89,2.86,0,1,1,1,1,6
"699",17227840,65.98,32.99,0,0,0,0,0,0,0,0,1,0,0,65.98,0,59.99,0,0,5.99,12,1,1,2,2,2,0,0,12,1,19.99,4,0.25,1,0.062,0.01,89688,42.1,1.82,1.07,1.48,0,1,0,0,1,2
"700",17228884,129.97,43.32,0,0,0,0,0,0,0,1,0,0,0,129.97,0,99.98,29.99,0,0,13,0,1,3,1,2,0,0,13,0,0,4,0,0,0.067,0.009,78730,29,1.44,1.01,2.09,0,1,1,0,0,5
"701",17232777,58.48,25.06,0,0,0,1,1,0,0,0,1,0,0,175.44,0,127.47,35.99,0,11.98,0,1,3,7,4,4,0,0,18,0,0,13,0.076923077,1,0.049,0.005,106821,59.2,2.07,1.9,2.66,0,1,1,0,1,6
"702",17252811,99.98,49.99,0,1,0,0,0,0,0,0,0,0,0,99.98,0,0,0,99.98,0,20,0,1,2,1,1,0,0,20,1,92.98,8,0,0,0.074,0.01,46835,29.6,1.12,0.72,0.26,0,0,0,1,0,6
"703",17263817,47.65,35.74,0,1,0,0,0,1,0,1,0,0,0,142.96,0,59.99,0,79.98,2.99,1,3,3,4,4,3,0,0,16,1,59.99,6,0.5,1,0.058,0.007,86342,42.5,1.8,1.05,1.45,0,1,0,1,1,6
"704",17267285,43.2,20.16,0,0,1,0,1,0,0,1,0,1,0,302.4,0,139.97,44.47,116.96,1,2,7,7,15,6,4,0,1,17,1,464.44,15,0.466666667,1,0.049,0.005,107998,55.7,2.13,1.98,2.64,0,1,1,1,1,5
"705",17276335,104.47,34.82,0,0,1,0,0,0,0,1,0,0,0,208.94,69.99,0,0,122.47,16.48,1,3,2,6,3,3,0,0,19,0,0,14,0.214285714,1,0.068,0.007,80781,41.4,1.97,1.32,1.5,1,0,0,1,1,3
"706",17281124,36.66,18.33,0,1,0,0,0,1,0,0,0,0,0,109.97,0,9.99,24.12,117.84,0,2,1,3,6,4,4,0,1,20,1,21.98,10,0.1,1,0.058,0.007,65587,33.6,2.01,0.72,1.58,0,1,1,1,0,3
"707",17287310,27.5,13.75,0,0,0,0,0,1,0,0,0,0,0,27.5,0,27.5,0,0,0,4,0,1,2,2,1,0,0,4,0,0,0,0,0,0.07,0.011,48876,26.4,1.12,0.73,0.28,0,1,0,0,0,1
"708",17295833,71.98,35.99,0,0,0,1,1,0,0,1,0,0,0,215.94,0,142.96,0,64.99,7.99,13,4,3,6,4,3,0,0,18,0,0,17,0.235294118,1,0.074,0.008,75519,38.5,1.74,0.88,1.45,0,1,0,1,1,6
"709",17296071,49.15,21.06,0,0,0,0,1,0,0,0,0,0,1,147.45,49.99,92.47,0,0,4.99,10,3,3,7,3,3,0,0,17,1,169.96,14,0.214285714,1,0.051,0.01,93086,43.5,1.83,1.21,1.46,1,1,0,0,1,6
"710",17298340,8.93,5.68,0,0,1,0,1,0,0,0,1,1,0,62.48,0,20.45,0,39.99,2.04,11,5,7,11,5,4,0,0,19,1,277.42,20,0.25,1,0.044,0.005,103910,45.4,1.98,1.82,2.67,0,1,0,1,1,2
"711",17310316,21.99,7.33,0,0,0,1,0,0,0,0,0,0,0,43.98,0,0,43.98,0,0,18,0,2,6,2,1,0,0,18,0,0,10,0,0,0.057,0.009,77186,29.7,1.36,0.9,2.23,0,0,1,0,0,4
"713",17349373,65.36,27.23,0,1,0,0,1,0,0,1,0,0,0,326.81,49.49,54.88,49.88,158.11,14.45,2,4,5,12,7,5,0,1,17,1,133.46,10,0.4,1,0.045,0.005,103261,56.1,2.04,1.75,2.66,1,1,1,1,1,4
"714",17353356,50.73,25.37,0,0,0,1,0,1,0,0,0,0,0,101.46,0,57.48,0,39.99,3.99,16,0,2,4,3,3,0,0,18,1,144.94,11,0,0,0.066,0.009,76191,29,1.46,0.79,2.24,0,1,0,1,1,6
"715",17357318,37.49,37.49,0,1,1,0,0,0,0,0,0,0,0,74.98,0,74.98,0,0,0,7,3,2,2,2,1,0,0,20,0,0,14,0.214285714,1,0.055,0.007,69352,33.7,2.16,0.72,1.51,0,1,0,0,0,2
"716",17369923,59.99,39.99,0,0,1,0,0,0,0,0,0,0,0,119.97,59.99,29.99,0,29.99,0,2,2,2,3,2,3,0,1,19,1,34.99,6,0.333333333,1,0.1,0.007,68391,33.7,2.21,0.71,1.54,1,1,0,1,0,6
"717",17374806,54.41,40.81,0,0,0,0,1,0,0,1,1,0,1,326.44,114.98,12.49,19.99,178.98,0,0,4,6,8,3,4,0,1,17,1,127.95,7,0.571428571,1,0.102,0.007,67061,38.7,2.11,0.71,1.53,1,1,1,1,0,3
"718",17379993,25,25,0,0,0,1,0,0,0,0,0,0,0,25,0,25,0,0,0,18,0,1,1,1,1,0,0,18,1,5,1,0,0,0.067,0.011,49097,26.4,1.09,0.72,0.29,0,1,0,0,0,6
"719",17382426,67.49,44.99,1,0,0,0,0,1,0,0,0,0,0,134.97,0,0,29.99,104.98,0,4,0,2,3,3,2,0,0,21,0,0,5,0,0,0.067,0.009,71811,30,1.36,0.89,1.97,0,0,1,1,0,4
"720",17387920,76.23,30.49,0,0,1,0,0,1,0,0,0,0,0,152.45,49.99,69.98,0,22.49,9.99,16,1,2,5,3,4,0,0,19,1,37.5,8,0.125,1,0.067,0.007,85608,44.9,1.97,1.07,1.4,1,1,0,1,1,5
"721",17405912,30,30,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,60,0,11,0,2,2,1,1,0,0,11,1,114.98,8,0,0,0.073,0.01,45472,28.3,1.08,0.7,0.35,0,0,0,1,0,2
"722",17406573,42.82,32.12,0,0,0,1,1,0,0,1,0,0,0,256.94,0,15,96.97,144.97,0,2,4,6,8,5,3,0,1,14,1,123.98,8,0.5,1,0.048,0.005,111310,56.1,2.11,1.55,2.94,0,1,1,1,0,6
"723",17425118,41.19,29.42,0,1,0,0,0,1,1,0,0,0,0,205.96,0,49.99,0,155.97,0,2,3,5,7,3,2,0,1,20,0,0,6,0.5,1,0.066,0.007,66859,37.2,1.96,0.75,1.65,0,1,0,1,0,5
"724",17425360,85.1,26.18,0,1,0,0,1,0,0,1,0,0,0,340.39,0,0,25,257.43,57.96,1,2,4,13,7,3,0,1,8,1,84.98,5,0.4,1,0.05,0.005,106887,47.3,2.18,1.77,2.79,0,0,1,1,1,7
"725",17445262,40.48,20.24,0,0,0,0,0,0,1,0,0,0,0,40.48,0,0,40.48,0,0,15,0,1,2,2,1,0,0,15,1,19.99,3,0,0,0.067,0.009,76401,30.2,1.2,0.86,1.87,0,0,1,0,0,4
"726",17457703,34.99,34.99,0,1,0,0,1,0,1,0,0,0,0,104.97,0,29.99,29.99,44.99,0,5,0,3,3,3,3,0,0,20,1,104.97,5,0,0,0.055,0.009,76896,30,1.41,0.79,1.91,0,1,1,1,0,1
"727",17459766,75.7,29.44,0,0,0,0,0,1,0,1,1,1,0,529.92,129.97,91.49,29.99,278.47,0,4,1,7,18,5,5,0,0,13,1,89.98,11,0.090909091,1,0.047,0.005,111755,57.7,1.96,1.99,3.09,1,1,1,1,0,6
"728",17465942,31.49,23.62,0,0,0,0,1,0,1,0,0,0,0,94.46,0,0,0,71.98,22.48,2,2,3,4,2,2,0,1,17,1,54.98,6,0.333333333,1,0.06,0.007,92140,35.3,1.83,1.22,1.4,0,0,0,1,1,6
"729",17470872,55.97,18.66,0,0,0,0,0,0,0,0,1,0,0,55.97,0,0,0,34.99,20.98,12,0,1,3,2,2,0,0,12,0,0,9,0,0,0.056,0.009,72953,29.8,1.41,0.88,2.09,0,0,0,1,1,6
"730",17481471,112.46,28.12,0,0,0,0,0,0,0,1,0,0,0,224.92,0,89.98,119.95,14.99,0,1,0,2,8,7,3,0,1,14,1,109.97,1,0,0,0.047,0.005,108057,58.5,2.07,1.56,2.51,0,1,1,1,0,3
"732",17496866,44.99,22.5,0,0,0,0,0,1,0,0,0,0,1,89.98,0,89.98,0,0,0,4,3,2,4,3,2,0,0,10,1,135.96,8,0.375,1,0.09,0.007,69555,33.8,1.97,0.74,1.53,0,1,0,0,0,3
"733",17507011,42.5,42.5,0,0,0,1,0,0,0,0,0,0,1,84.99,0,84.99,0,0,0,10,1,2,2,2,1,0,0,18,1,14.99,5,0.2,1,0.098,0.007,69552,35.1,1.94,0.71,1.51,0,1,0,0,0,6
"735",17527785,64.99,32.49,0,0,0,0,0,0,1,0,0,0,0,129.97,0,0,0,82.48,47.49,2,0,2,4,2,2,0,1,3,1,248.03,1,0,0,0.056,0.009,72063,30.8,1.28,0.9,2.12,0,0,0,1,1,1
"736",17528277,35.99,19.19,1,0,0,0,0,1,0,0,0,0,1,287.9,0,147.85,108.38,31.67,0,2,9,8,15,7,3,0,1,21,1,209.15,18,0.5,1,0.048,0.005,100495,48.3,2.07,1.62,2.7,0,1,1,1,0,1
"737",17534780,89.97,29.99,0,0,1,0,0,0,0,0,0,0,0,89.97,29.99,0,0,59.98,0,19,1,1,3,2,2,0,0,19,1,15,14,0.071428571,1,0.068,0.009,77279,44.9,1.77,1.09,1.42,1,0,0,1,0,3
"739",17543693,39.99,20,0,0,0,0,0,0,0,1,0,0,0,39.99,0,0,0,39.99,0,13,0,1,2,2,2,0,0,13,1,99.99,12,0,0,0.066,0.01,48864,29.5,1.11,0.71,0.37,0,0,0,1,0,4
"740",17560119,26.11,14.51,1,0,0,0,0,0,0,1,0,0,1,130.55,64.89,22.23,0,33.43,10,10,4,5,9,3,4,0,0,21,1,18.98,13,0.307692308,1,0.057,0.011,81855,38.3,1.92,1.07,1.45,1,1,0,1,1,5
"741",17562994,49.49,30.93,0,0,1,0,1,0,0,1,1,1,0,247.44,94.99,34.99,24.99,74.98,17.49,5,5,5,8,5,5,0,0,19,1,49.99,15,0.333333333,1,0.049,0.005,98305,50.4,1.97,1.83,2.48,1,1,1,1,1,1
"742",17565712,2.49,2.49,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,2.49,14,1,1,1,1,1,0,1,14,0,0,6,0.166666667,1,0.061,0.007,82532,45.7,1.92,1.22,1.4,0,0,0,0,1,6
"743",17582201,39.99,39.99,0,0,1,0,0,0,0,0,0,0,0,39.99,0,39.99,0,0,0,7,0,1,1,1,1,0,0,7,0,0,2,0,0,0.068,0.011,45788,27.5,1.09,0.73,0.4,0,1,0,0,0,2
